veiculos,coleta_ts
"{'codigo': '902116', 'placa': '', 'linha': '41', 'latitude': -22.96028, 'longitude': -43.390419, 'dataHora': 1749232583000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA]', 'hodometro': 121208, 'direcao': 74, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902115', 'placa': '', 'linha': '0', 'latitude': -22.876017, 'longitude': -43.329414, 'dataHora': 1725089581000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': '', 'trajeto': '', 'hodometro': 54751.3, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903028', 'placa': '', 'linha': '42', 'latitude': -22.774757, 'longitude': -43.283988, 'dataHora': 1748734926000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA]', 'hodometro': 232059.7, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901061', 'placa': '', 'linha': '51', 'latitude': -23.008351, 'longitude': -43.4406, 'dataHora': 1749212741000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA]', 'hodometro': 269645.5, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903030', 'placa': '', 'linha': '42', 'latitude': -22.850356, 'longitude': -43.308983, 'dataHora': 1749232577000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA]', 'hodometro': 0, 'direcao': 235, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903057', 'placa': '', 'linha': '17', 'latitude': -22.920533, 'longitude': -43.60797, 'dataHora': 1687766399000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA]', 'hodometro': 12199.8, 'direcao': ' ', 'ignicao': None}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901051', 'placa': '', 'linha': '35', 'latitude': -22.88583, 'longitude': -43.343635, 'dataHora': 1749232587000, 'velocidade': 10.3, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA]', 'hodometro': 179200, 'direcao': 40, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901064', 'placa': '', 'linha': '52', 'latitude': -23.001003, 'longitude': -43.364296, 'dataHora': 1749213877000, 'velocidade': 14.3, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA]', 'hodometro': 254863, 'direcao': 343, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902107', 'placa': '', 'linha': '43', 'latitude': -22.839289, 'longitude': -43.240603, 'dataHora': 1749229399000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA]', 'hodometro': 117157.8, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901049', 'placa': '', 'linha': '51', 'latitude': -23.008367, 'longitude': -43.440398, 'dataHora': 1749231188000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA]', 'hodometro': 125072.4, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
